prediction,Promedio,Desviación,Máximo,Mínimo
1,11.804998610049344,6.953214624285796,23.0,0.0
2,11.775605293999943,6.7293644295135335,23.0,0.0
0,11.859294645887175,6.655985240322355,23.0,0.0
3,11.76804671170363,6.704912608321475,23.0,0.0
