prediction,Promedio,Desviación,Máximo,Mínimo
1,35.15409340468413,11.877517424528996,54.0,1.0
2,67.67394639300994,12.931923575579255,112.0,33.0
0,84.36920145143185,8.733888074555265,114.0,61.0
3,68.71957943947895,10.15327400621309,96.0,41.0
